DateCreated,startDate,endDate,Partner,year,AlerteID,Menage_deplaces,Individus_deplaces,Score_NFI,X_de_menages_vivant_ds_un_abris_en_dessous_des_standard,X_des_menages_ayant_acces_a_une_latrine_hygienique,X_des_menages_avec_un_source_eau_potable_amelioree,MSAcount,Recommandation_Intervention_NFI,Recommandation_Intervention_EAH,Recommandation_Intervention_Sante,Recommandation_Intervention_Protection,Recommandation_Securite_Alimentaire,Recommandation_Intervention_Education,Recommandation_Intervention_Logistique,OCHA_village_v2,Prefecture,SousPrefecture,Commune,Latitude,Longitude
29.01.2016,14.01.2016,15.01.2016,ACF,2016,ACF_San_20160629,240,1200,0,33,0,20,,Oui,Oui,Oui,Non,Oui,Oui,Oui,Sangare lim,Ouham Pende,Koui,Koui,6.950599,15.358343
19.01.2016,12.01.2016,14.01.2016,PU-AMI,2016,PU_MBA_20160112,28,232,4,40,1,49,,Oui,Oui,Non,Non,Non,Non,Non,Mbandjifolo,Mambere-Kadei,Dede-Mokouba,,4.075833,15.255556
28.12.2015,08.12.2015,08.12.2015,ACF,2015,ACF_MAR_20150609,901,3432,4,63,5,89,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Marzé,Ouham,Bouca,,6.847689,18.778981
15.12.2015,08.12.2015,08.12.2015,ACF,2015,ACF_MAR_20151023,668,3440,4,64,17,43,,Oui,Non,Oui,Oui,Oui,Oui,Non,Marali,Ouham,Bouca,,6.036561,18.404156
10.12.2015,03.12.2015,05.12.2015,ACTED,2015,ACT_OBO_20151102,299,1494,4,61,2,97,,Oui,Oui,Oui,Oui,Non,Oui,Non,Obo,Haut-Mbomou,Obo,Obo,5.387019,26.488725
03.12.2015,27.11.2015,29.11.2015,PU-AMI,2015,PU_BAY_20151117,121,800,4,6,0,86,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Bayanga,Sangha-Mbaere,Bayanga,,2.901436,16.269886
25.11.2015,19.11.2015,19.11.2015,SI,2015,SI_BA2_20151111,0,0,4,81,56,97,,Oui,Non,Non,Oui,Oui,Non,Non,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135
25.11.2015,18.11.2015,18.11.2015,SI,2015,SI_BA1_20151111,5470,27350,4,92,21,95,,Oui,Oui,Non,Oui,Oui,Oui,Non,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135
25.11.2015,18.11.2015,18.11.2015,SI,2015,SI_BAT_21051111,735,3675,5,100,10,100,,Oui,Oui,Non,Oui,Oui,Non,Non,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135
25.11.2015,06.11.2015,07.11.2015,SI,2015,SI_MBR_20150924,55,275,5,98,0,78,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Mbres,Nana-Gribizi,Mbres,Mbres,6.667027,19.799937
19.11.2015,09.11.2015,13.11.2015,PU-AMI,2015,PU_MIA_20151106,0,0,4,6,0,74,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Miamani,Bamingui-Bangoran,Ndele,Dar El Kouti,8.754661,20.000353
16.11.2015,09.11.2015,11.11.2015,PU-AMI,2015,PU_NOL_20151106,80,400,4,,75,74,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Nola,Sangha-Mbaere,Nola,Nola,3.524026,16.04494
09.11.2015,22.10.2015,23.10.2015,ACTED,2015,ACT_KOU_20151014,1230,10924,4,1,0,11,,Non,Non,Non,Oui,Oui,Oui,Non,Kouango,Ouaka,Kouango,Kouango,4.992821,19.97361
09.11.2015,18.06.2015,19.06.2015,SI,2015,SI_FAY_20150320,131,655,5,,0,51,,Oui,Oui,Non,Non,Oui,Non,Non,Ndenga,Nana-Gribizi,Kaga-Bandoro,Ndenga,6.759629,19.26045
29.10.2015,26.10.2015,27.10.2015,SI,2015,SI_OUA_20150923,255,1275,5,100,0,2,,Oui,Oui,Non,Non,Oui,Non,Non,Ouandago 4,Nana-Gribizi,Kaga-Bandoro,Nana-Outa,7.262246,18.8427
20.10.2015,12.10.2015,13.10.2015,PU-AMI,2015,PU_GAM_20151010,210,1050,4,69,3,60,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Gamboula,Mambere-Kadei,Gamboula,Basse-Boumne,4.121131,15.137363
19.10.2015,26.09.2015,27.09.2015,ACTED,2015,ACT_GOY_20150802,836,5091,5,62,0,0,,Oui,Oui,Oui,Non,Non,Non,Non,Boy Kota,Ouaka,Kouango,Cochio-Toulou,5.15827,20.576496
19.10.2015,23.09.2015,24.09.2015,ACTED,2015,ACT_BAN_20150904,150,750,5,0,2,58,,Oui,Oui,Oui,Non,Non,Non,Non,Bangao,Ouaka,Kouango,Azengue-Mindou,5.27188,20.17845
19.10.2015,17.09.2015,19.09.2015,PU-AMI,2015,PU_KOM_20150903,,,4,,,23,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Komasssa,Sangha-Mbaere,Nola,Nola,3.654226,15.875968
14.10.2015,14.09.2015,18.09.2015,PU-AMI,2015,PU_KRA_20150909,,,4,0,0,0,,Oui,Oui,Non,Oui,Oui,Oui,Oui,Krakoma,Bamingui-Bangoran,Ndele,Mbolo-Pata,8.101935,21.28193
13.10.2015,06.10.2015,07.10.2015,ACTED,2015,ACT_BAM_20150928,664,1939,4,12,28,100,,Oui,Non,Oui,Non,Oui,Non,Non,Bambari,Ouaka,Bambari,Bambari,5.751444,20.667172
15.09.2015,15.09.2015,15.09.2015,ACF,2015,ACF_YEL_20150729,171,1026,5,9,0,85,,Oui,Oui,Oui,Non,Oui,Oui,Non,Yelowa,Nana-Mambere,Bouar,Niem-Yelewa,6.413119,15.278636
15.09.2015,15.09.2015,15.09.2015,ACF,2015,ACF_MAL_20150904,102,612,4,4,0,78,,Oui,Oui,Oui,Non,Oui,Oui,Oui,Mala 5,Kemo,Mala,Mala,6.107264,19.514544
14.09.2015,28.08.2015,28.08.2015,DRC,2015,DRC_BED_20150422,121,,4,19,3,99,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Bedoua 1,Ouham Pende,Paoua,Mia-Pende,7.602153,16.458098
14.09.2015,19.08.2015,21.08.2015,DRC,2015,DRC_NDO_20150815,282,,4,68,44,65,,Oui,Oui,Non,Oui,Oui,Oui,Non,Ndoubou,Ouham,Batangafo,Batangafo,7.314133,18.320867
14.09.2015,04.08.2015,06.08.2015,DRC,2015,DRC_BED_20150804,116,812,4,15,0,83,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Bedam,Ouham Pende,Paoua,Mia-Pende,7.696461,16.521117
08.09.2015,04.09.2015,05.09.2015,ACTED,2015,ACTED_KPA_20150829,,53,4,4,4,,,Non,Oui,Non,Non,Non,Non,Non,Kpadou,Basse-Kotto,Kembe,Mboui,4.531658,21.375632
08.09.2015,29.08.2015,30.08.2015,ACTED,2015,ACTED_MAL_20150802,149,743,5,33,1,,,Oui,Oui,Oui,Non,Non,Non,Non,Nzéleté,Basse-Kotto,Alindao,Bangui-Kette,5.087301,21.02753
08.09.2015,24.07.2015,15.01.2016,ACF,2015,ACF_GBA_20150724,225,1349,4,37,6,23,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Bouca,Ouham,Bouca,Bouca Bobo,6.502576,18.279259
04.09.2015,24.08.2015,28.08.2015,PU-AMI,2015,PU_KOU_20150818,,,4,,0,34,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Koundi,Bamingui-Bangoran,Ndele,Dar El Kouti,8.827633,20.7
01.09.2015,28.08.2015,29.08.2015,SI,2015,SI_MBR_20150823,400,2760,4,0,0,69,,Non,Non,Non,Non,Non,Non,Non,Mbres,Nana-Gribizi,Mbres,Mbres,6.667027,19.799937
31.08.2015,01.09.2015,01.09.2015,ACF,2015,ACF_SAB_20150820,0,0,4,95,6,32,,Oui,Oui,Oui,Non,Oui,Oui,Non,Minime,Nana-Mambere,Bouar,Niem-Yelewa,6.722684,15.179215
27.08.2015,13.08.2015,14.08.2015,ACF,2015,ACF_DAY_20150810,238,1428,4.3,13,0,38,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Dékoa,Kemo,Dekoa,Dekoa,6.518772,19.118972
24.08.2015,12.08.2015,12.08.2015,SI,2015,SI_BOT_20150722,,,5,63,0,89,,Oui,Oui,Oui,Non,Oui,Oui,Non,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.992369,19.185733
17.08.2015,10.08.2015,13.08.2015,PU-AMI,2015,PU_DIL_20150720,420,2500,3,,1,38,,Oui,Oui,Non,Non,Oui,Non,Oui,Dilapoko,Mambere-Kadei,Gamboula,Basse-Boumne,4.36372,15.09166
06.08.2015,01.08.2015,02.08.2015,ACTED,2015,ACT_MAN_20150609,57,285,4,53,1,0,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Manoeuvre,Basse-Kotto,Zangba,Yabongo,4.433675,20.752234
04.08.2015,30.07.2015,30.07.2015,ACF,2015,ACF_NIE_20150729,30,150,4,27,0,32,,Oui,Oui,Non,Non,Oui,Oui,Non,Niem,Nana-Mambere,Bouar,Niem-Yelewa,6.198608,15.230062
01.08.2015,06.07.2015,07.07.2015,SI,2015,SI_NDE_20150706,1198,5990,4,69,0,78,,Oui,Oui,Oui,Non,Oui,Non,Non,Ndenga,Nana-Gribizi,Kaga-Bandoro,Ndenga,6.759629,19.26045
01.08.2015,01.04.2015,02.04.2015,SI,2015,SI_NDE_20150320,7920,1584,5,57,0,55,,Oui,Oui,Non,Non,Oui,Oui,Non,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.992369,19.185733
01.08.2015,27.03.2015,27.03.2015,SI,2015,SI_DER_20150228,45,225,4,100,0,0,,Non,Non,Non,Non,Non,Non,Non,Grivaï,Nana-Gribizi,Kaga-Bandoro,Grivai-Pamia,7.064233,19.437234
30.07.2015,12.07.2015,13.07.2015,DRC,2015,DRC_BEM_20150712,,,5,36,0,97,,Oui,Oui,Oui,Non,Oui,Oui,Non,Bémal 1,Ouham,Batangafo,,7.128078,17.867414
29.07.2015,23.07.2015,23.07.2015,DRC,2015,DRC_GBA_20150708,0,0,5,60,0,100,,Oui,Oui,Oui,Non,Oui,Oui,Non,Gbadene,Ouham,Batangafo,Ouassi,7.152597,18.34409
28.07.2015,27.07.2015,27.07.2015,DRC,2015,DRC_HER_20150529,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Herbo,Ouham Pende,Ngaoundaye,Yeme,7.556351,16.092648
28.07.2015,16.07.2015,16.07.2015,DRC,2015,DRC_GBA_20150618,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Gbanda,Ouham,Batangafo,Batangafo,7.216039,18.011072
21.07.2015,18.07.2015,21.07.2015,ACTED,2015,ACTED_BIA_20150715,,,4,75,1,0,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Bianga,Ouaka,Kouango,Kouango,4.83,20.4
21.07.2015,09.07.2015,10.07.2015,DRC,2015,DRC_BEP_20150624,,,4,13,1,100,,Oui,Oui,Oui,Oui,Non,Non,Non,Bepikasse 1,Ouham Pende,Paoua,Mia-Pende,7.604638,16.638503
14.07.2015,17.07.2015,17.07.2015,DRC,2015,DRC_BOL_20150520,8,,4,82,0,100,,Non,Non,Oui,Oui,Oui,Oui,Non,Bolgue,Ouham,Markounda,Nana Markounda,7.273226,17.005704
14.07.2015,16.07.2015,16.07.2015,DRC,2015,DRC_BEY_20150618,,,4,36,2,36,,Oui,Oui,Oui,Non,Oui,Non,Non,Béyongo,Ouham,Markounda,Nana Markounda,8,17.045556
14.07.2015,10.07.2015,10.07.2015,ACF,2015,ACF_NDE_20150710,,,4,77,0,24,,Oui,Oui,Oui,Non,Oui,Non,Oui,Ndengou,Kemo,Ndjoukou,Galabadja,5.119656,19.797664
11.07.2015,07.07.2015,08.07.2015,ACTED,2015,ACT_DAB_20150630,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Daba,Haute-Kotto,Bria,Daba Nydou,6.357161,22.4211
09.07.2015,26.11.2014,27.11.2014,PU-AMI,2014,PU_GAM_20141119,570,2850,4,40,1,53,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Dilapoko,Mambere-Kadei,Gamboula,Basse-Boumne,4.36372,15.09166
07.07.2015,11.06.2015,12.06.2015,SI,2015,SI_BI2_20150516,332,1992,4,90,5,100,,Oui,Non,Non,Non,Oui,Non,Non,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.992369,19.185733
07.07.2015,08.06.2015,09.06.2015,SI,2015,SI_BI1_20150516,309,,,,,,,Oui,Non,Non,Non,Non,Non,Non,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.992369,19.185733
06.07.2015,30.06.2015,03.07.2015,PU-AMI,2015,PU_AKO_20150514,,,4,,19,26,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Akoursoulbak,Bamingui-Bangoran,Ndele,Dar El Kouti,8.9904,20.729721
30.06.2015,02.07.2015,02.07.2015,ACF,2015,ACF_PAM_20150624,,,5,4,0,7,,Oui,Oui,Oui,Non,Oui,Oui,Non,Pama,Ouham,Batangafo,Hama,7.172058,17.468886
30.06.2015,23.06.2015,26.06.2015,PU-AMI,2015,PU_MBO_20150623,,,4,14,1,27,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Mboussa,Sangha-Mbaere,Nola,Nola,3.71597,16.197823
23.06.2015,23.06.2015,26.06.2015,PU-AMI,2015,PU_NOL_20150623,160,800,4,30,3,56,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Nola,Sangha-Mbaere,Nola,Nola,3.524026,16.04494
18.06.2015,17.06.2015,18.06.2015,ACTED,2015,ACT_GOY_20150616,164,818,4,28,3,0,,Non,Non,Non,Non,Non,Non,Non,Goya,Ouaka,Kouango,Cochio-Toulou,4.928531,20.686183
16.06.2015,16.06.2015,19.06.2015,PU-AMI,2015,PU_BOU_20150514,,,4,15,0,18,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Boulkinia,Bamingui-Bangoran,Ndele,Dar El Kouti,8.971314,20.61752
16.06.2015,16.06.2015,18.06.2015,PU-AMI,2015,PU_DIL_20150609,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Dilapoko,Mambere-Kadei,Gamboula,Basse-Boumne,4.36372,15.09166
16.06.2015,11.06.2015,13.06.2015,ACF,2015,ACF_BAB_20150606,232,1193,4,3,1,16,,Oui,Oui,Non,Non,Non,Non,Non,Baboua,Nana-Mambere,Baboua,Baboua,5.806589,14.832919
09.06.2015,05.06.2015,07.06.2015,PU-AMI,2015,PU_NGA_20150501,,,3,24,,3,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Ngarba,Bamingui-Bangoran,Ndele,Dar El Kouti,9.203859,20.496477
09.06.2015,03.06.2015,05.06.2015,ACTED,2015,ACT_NGA_20150603,158,626,4,,3,76,,Oui,Oui,Oui,Non,Oui,Oui,Non,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846
21.05.2015,20.05.2015,20.05.2015,ACTED,2015,ACTED_GUE_20150425,,,4,32,73,94,,Oui,Oui,Oui,Non,Oui,Oui,Non,Guenekoumba,Mbomou,Rafai,Rafai,5.09295,24.58524
19.05.2015,21.05.2015,21.05.2015,ACF,2015,ACF_BOD_20150519,,,4,21,0,55,,Oui,Oui,Oui,Non,Oui,Non,Non,Bodé,Ouham,Batangafo,Batangafo,7.171736,17.428594
19.05.2015,08.05.2015,11.05.2015,ACTED,2015,ACTED_ZAB_20150422,,,4,32,2,2,,Oui,Oui,Oui,Non,Oui,Oui,Oui,Zabé,Mbomou,Bakouma,Bakouma,5.908856,22.235056
12.05.2015,15.05.2015,16.05.2015,DRC,2015,DRC_BOD_20150506,,,4,15,0,90,,Oui,Oui,Non,Non,Non,Non,Non,Bodjomo,Ouham,Markounda,Nana Markounda,7.418152,17.136638
12.05.2015,13.05.2015,14.05.2015,DRC,2015,DRC_BAD2_20150506,10,,4,7,0,100,,Oui,Non,Oui,Oui,Oui,Oui,Non,Badama,Ouham,Markounda,Nana Markounda,7.57463,16.99266
12.05.2015,12.05.2015,13.05.2015,PU-AMI,2015,PU_KOR_20150507,95,475,4,43,0,37,,Oui,Oui,Oui,Non,Oui,Oui,Non,Korando,Mambere-Kadei,Gamboula,Basse-Boumne,4.199319,15.225398
12.05.2015,08.05.2015,10.05.2015,ACF,2015,ACF_KOU_20150501,,,4,23,4,83,,Oui,Oui,Oui,Non,Oui,Oui,Non,Koui,Ouham Pende,Koui,Koui,6.951955,15.453221
12.05.2015,06.05.2015,06.05.2015,DRC,2015,DRC_GBA_20150506,,,4,67,0,0,,Oui,Oui,Non,Oui,Non,Oui,Non,Gbandou,Ouham,Bouca,Fafa Boungou,6,18.34885
12.05.2015,05.05.2015,05.05.2015,PU-AMI,2015,PU_EVE_20150501,11,,3,,,94,,Oui,Oui,Non,Non,Non,Non,Non,Berberati,Mambere-Kadei,Berberati,Basse-Batouri,4.255473,15.787529
08.05.2015,06.05.2015,08.05.2015,ACTED,2015,ACTED_KPA_20150505,,,4,6,3,4,,Oui,Oui,Oui,Non,Non,Non,Non,Kpadou,Basse-Kotto,Kembe,Mboui,4.531658,21.375632
05.05.2015,29.04.2015,01.05.2015,PU-AMI,2015,PU_MBA_20150313,,,4,49,,3,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Boy bale,Mambere-Kadei,Gadzi,Mbali,5.225732,16.757124
05.05.2015,23.04.2015,24.04.2015,DRC,2015,DRC_NDO_20150422,151,755,4,48,56,70,,Oui,Oui,Non,Oui,Oui,Non,Non,Ndoubou,Ouham,Batangafo,Batangafo,7.314133,18.320867
05.05.2015,22.04.2015,23.04.2015,DRC,2015,DRC_GBA_20150422,,,4,18,2,63,,Oui,Oui,Oui,Non,Oui,Non,Non,Gbama,Ouham Pende,Ngaoundaye,Kodi,7.300603,15.528408
04.05.2015,27.04.2015,30.04.2015,PU-AMI,2015,PU_BAM_20150320,62,309,3,,,35,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Bamingui,Bamingui-Bangoran,Bamingui,Vassako,7.530107,20.179799
28.04.2015,04.05.2015,04.05.2015,ACF,2015,ACF_BOW_20150417,,,4,65,0,22,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Bowara,Ouham,Nana-Bakassa,Nana-Bakassa,7.169761,17.384206
28.04.2015,23.04.2015,24.04.2015,PU-AMI,2015,PU_GAD_20150422,,,4,,71,16,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Gadzi,Mambere-Kadei,Gadzi,Topia,4.779685,16.704898
23.04.2015,23.04.2015,24.04.2015,DRC,2015,DRC_DOK_20150422,91,,4,14,2,90,,Oui,Oui,Oui,Oui,Non,Non,Non,Doko,Ouham Pende,Ngaoundaye,Kodi,7.161031,15.527531
21.04.2015,14.04.2015,17.04.2015,ACTED,2015,ACTED_DER_20150227,,,4,60,1,2,,Oui,Oui,Oui,Non,Oui,Oui,Oui,Derbissaka,Mbomou,Rafai,Rafai,5.774286,24.847812
20.04.2015,08.04.2015,10.04.2015,ACTED,2015,ACTED_GOU_20150319,180,900,4,21,8,5,,Oui,Oui,Oui,Non,Oui,Oui,Oui,Goussiéma,Ouaka,Kouango,Kouango,5.395833,20.12675
19.04.2015,04.04.2015,07.04.2015,DRC,2015,DRC_MBA_20150110,413,2009,4,10,0,69,,Oui,Oui,Oui,Non,Non,Oui,Non,Mbada,Ouham,Bouca,Lady Gbawi,6.865547,18.562368
14.04.2015,16.04.2015,17.04.2015,ACF,2015,ACF_KOU_20150325,0,0,4,52,7,55,,Oui,Oui,Oui,Non,Oui,Non,Non,Kouki,Ouham,Nana-Bakassa,Nana-Bakassa,7.166343,17.309082
14.04.2015,08.04.2015,10.04.2015,PU-AMI,2015,PU_NOU_20150331,350,2200,4,67,0,68,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Gamboula,Mambere-Kadei,Gamboula,Basse-Boumne,4.121131,15.137363
14.04.2015,27.03.2015,27.03.2015,SI,2015,SI_MBR_20141216,45,261,4,100,0,0,,Oui,Oui,Non,Non,Oui,Oui,Non,Grivaï,Nana-Gribizi,Kaga-Bandoro,Grivai-Pamia,7.064233,19.437234
14.04.2015,04.11.2014,04.11.2014,ACTED,2014,ACTED_LEB_20141021,1500,7500,5,34,29,32,,Oui,Oui,Oui,Non,Oui,Non,Non,Lebada,Ouaka,Bambari,Pladama-Ouaka,5.854284,20.544786
06.04.2015,20.03.2015,21.03.2015,DRC,2015,DRC_BOK_20150209,,,4,44,0,53,,Oui,Oui,Non,Non,Non,Non,Non,Bokaioua,Ouham,Kabo,Ouaki,7.279787,18.538442
04.04.2015,25.03.2015,28.03.2015,ACTED,2015,ACTED_DEM_20150317,,,4,49,3,4,,Oui,Oui,Oui,Non,Oui,Oui,Non,Dembia,Mbomou,Rafai,Rafai,5.955747,25.078602
02.04.2015,19.02.2014,19.02.2014,ACTED,2014,ACTED_NGA_20150208,490,,5,,,,,Oui,Non,Non,Non,Non,Non,Non,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846
27.03.2015,11.03.2015,11.03.2015,DRC,2015,DRC_SAN_20150225,191,955,4,14,2,0,,Oui,Oui,Oui,Non,Oui,Non,Non,Sanguere 3,Ouham Pende,Koui,Koui,6.966833,15.337074
27.03.2015,04.03.2015,05.03.2015,SI,2015,SI_BOT_20150127,1487,,5,21,,89,,Oui,Oui,Non,Non,Oui,Non,Non,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.992369,19.185733
24.03.2015,18.02.2015,18.02.2015,ACF,2015,ACF_GBA_20150218,310,1447,5,22,0,1,,Oui,Oui,Oui,Non,Oui,Non,Non,Gbabiro,Ouham,Bossangoa,Ben Zambe,6.849218,17.69758
23.03.2015,17.03.2015,19.03.2015,ACTED,2015,ACTED_LIH_20150206,120,600,4,25,4,11,,Oui,Oui,Oui,Non,Oui,Non,Non,Lihoto,Ouaka,Kouango,Azengue-Mindou,5.312277,20.15837
23.03.2015,10.03.2015,10.03.2015,ACF,2015,ACF_KAB_20150305,104,1060,5,46,18,0,,Oui,Oui,Oui,Non,Oui,Non,Non,Kaboro,Ouham,Nana-Bakassa,Nana-Bakassa,6.970833,17.529444
23.03.2015,05.03.2015,05.03.2015,DRC,2015,DRC_BAT_20150302,986,7081,4,79,8,90,,Oui,Oui,Non,Non,Oui,Non,Non,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135
23.03.2015,04.03.2015,05.03.2015,PU-AMI,2015,PU_AMA_20150213,143,713,4,,0,1,,Oui,Oui,Oui,Non,Oui,Non,Non,Amada Gaza,Mambere-Kadei,Amada-Gaza,,4.768658,15.209111
23.03.2015,23.02.2015,23.02.2015,ACF,2015,ACF_GBB_20150220,243,1215,5,28,0,0,,Oui,Oui,Oui,Non,Oui,Non,Non,Bofire,Ouham,Bossangoa,Ben Zambe,6.71861,17.766026
23.03.2015,12.02.2015,13.02.2015,PU-AMI,2015,PU_NAS_20150211,282,1410,4,13,42,8,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Nassole,Mambere-Kadei,Berberati,Ouakanga,4.258509,15.375248
23.03.2015,23.01.2015,25.01.2015,ACF,2015,ACF_BON_20141216,94,388,4,53,29,100,,Oui,Oui,Oui,Non,Oui,Non,Non,Bondiba,Nana-Mambere,Baboua,Baboua,5.535135,14.794725
23.03.2015,14.01.2015,15.01.2015,SI,2015,SI_KAB_20150113,79,395,4,100,0,0,,Oui,Oui,Oui,Non,Oui,Non,Non,Kabo,Ouham,Kabo,Sido,7.688983,18.623028
03.03.2015,19.02.2015,21.02.2015,ACTED,2015,ACTED_NGA_20150208,,5770,4,10,14,99,,Oui,Oui,Oui,Non,Oui,Oui,Non,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846
03.03.2015,18.02.2015,18.02.2015,ACF,2015,ACF_SAB_20150204,402,1575,4,16,97,6,,Oui,Oui,Oui,Non,Oui,Non,Non,Sabewa,Nana-Mambere,Bouar,Niem-Yelewa,6.668017,14.982606
28.02.2015,24.07.2014,25.07.2014,ACF,2014,ACF_2014_09,,2992,5,14,0,14,,Oui,Non,Non,Non,Non,Non,Non,Bozakon,Ouham,Bouca,Lady Gbawi,6.952119,18.504728
27.02.2015,28.09.2014,28.09.2014,IRC,2014,IRC_2014_12,0,0,4,5,4,92,,Non,Non,Non,Non,Non,Non,Non,Nana-Bakassa,Ouham,Nana-Bakassa,Nana-Bakassa,6.986891,17.282323
27.02.2015,16.09.2014,17.09.2014,PU-AMI,2014,PU-AMI_2014_02,0,681,4,0,0,35,,Non,Non,Non,Non,Non,Non,Non,Yandoce,Mambere-Kadei,Dede-Mokouba,Haute-KadÃ©i,3.921287,15.418131
27.02.2015,11.09.2014,12.09.2014,ACTED,2014,ACTED_NGA_20140817,5000,0,4,0,22,81,,Non,Non,Non,Non,Non,Non,Non,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846
27.02.2015,10.09.2014,10.09.2014,ACTED,2014,ACTED_KON_20140813,0,0,4,41,47,0,,Non,Non,Non,Non,Non,Non,Non,Kongokouba,Ouaka,Bambari,Ngougbia,5.498009,20.828628
27.02.2015,09.09.2014,09.09.2014,PU-AMI,2014,PU_BER_20140909,0,1600,4,0,0,72,,Non,Non,Non,Non,Non,Non,Non,Berberati,Mambere-Kadei,Berberati,Basse-Batouri,4.255473,15.787529
27.02.2015,31.08.2014,03.09.2014,ACTED,2014,ACTED_OBO_20140718,4000,20000,3,24,68,66,,Non,Non,Non,Non,Non,Non,Non,Obo,Haut-Mbomou,Obo,Obo,5.387019,26.488725
27.02.2015,24.08.2014,25.08.2014,IRC,2014,IRC_2014_17,661,3635,4,11,1,75,,Non,Non,Non,Non,Non,Non,Non,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543
27.02.2015,19.08.2014,19.08.2014,DRC,2014,DRC_2014_02,0,527,4,16,0,66,,Non,Non,Non,Non,Non,Non,Non,Bogama 2,Ouham,Kabo,Ouaki,7.257593,18.710894
27.02.2015,18.08.2014,18.08.2014,ACF,2014,ACF_2014_13,0,10052,5,9,1,67,,Non,Non,Non,Non,Non,Non,Non,Gbakoui,Ouham,Bouca,Lady Gbawi,7.039921,18.341786
27.02.2015,14.08.2014,15.08.2014,DRC,2014,DRC_BAT_20150302,0,17000,4,0,15,96,,Non,Non,Non,Non,Non,Non,Non,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135
27.02.2015,10.08.2014,13.08.2014,SI,2014,SI_2014_01,298,0,5,0,48,89,,Non,Non,Non,Non,Non,Non,Non,Kabo,Ouham,Kabo,Sido,7.688983,18.623028
27.02.2015,04.08.2014,04.08.2014,ACF,2014,ACF_BOM_20140422,0,0,4,57,4,0,,Non,Non,Non,Non,Non,Non,Non,Bombere-Kota,Ouham,Bossangoa,Ben Zambe,6.914322,17.548962
27.02.2015,04.08.2014,06.08.2014,ACTED,2014,ACTED_BIL_20140616,283,5702,4,20,47,13,,Non,Non,Non,Non,Non,Non,Non,Bila,Kemo,Mala,Mala,6.100629,19.54689
27.02.2015,03.08.2014,06.08.2014,IRC,2014,IRC_2014_99,0,0,4,85,0,90,,Non,Non,Non,Non,Non,Non,Non,Ngaoundaye,Ouham Pende,Ngaoundaye,Mbili,6.985813,15.258225
27.02.2015,30.07.2014,30.07.2014,IRC,2014,IRC_2014_09,0,10029,4,66,0,0,,Non,Non,Non,Non,Non,Non,Non,Koui,Ouham Pende,Koui,Koui,6.951955,15.453221
27.02.2015,23.07.2014,24.07.2014,ACF,2014,ACF_2014_09,0,2992,5,14,0,14,,Non,Non,Non,Non,Non,Non,Non,Boya,Ouham,Bouca,Lady Gbawi,6.931892,18.540138
