AlerteID,DateCreated,Partner,OCHA_village_v2,Prefecture,SousPrefecture,Commune,Latitude,Longitude,Nb_localites_affectes,Nature_choc,Pop_affectee_menages,Pop_affectee_individus,Pop_affectee_Deplaces,Pop_affectee_Retours,Pop_affectee_Communaute_hote,Pop_affectee_Autre,startDate,endDate,year
ACT_MBO_20170504,05.05.2017,ACTED,Mboki,Haut-Mbomou,Obo,Mboki,5.309614,25.938216,1,Violences,40,200,Oui,Non,Non,Non,05.05.2017,05.05.2017,2017
ACT_FOD_20170503,05.05.2017,ACTED,Fode,Mbomou,Bakouma,Bakouma,5.483439,23.312988,1,Violences,160,800,Oui,Non,Non,Non,03.05.2017,03.05.2017,2017
ACT_ZOU_20170503,05.05.2017,ACTED,Zoubingui,Ouaka,Ippy,Baidou-Ngoumbourou,6.078,21.11655,1,Violences,0,0,Oui,Non,Non,Non,02.05.2017,02.05.2017,2017
ACF_NIE_20170502,04.05.2017,ACF,Niem,Nana-Mambere,Bouar,Niem-Yelewa,6.198608,15.230062,1,Violences,0,0,Oui,Non,Non,Non,02.05.2017,02.05.2017,2017
SI_MOL_20170502,03.05.2017,SI,Molo,Ouham,Kabo,Sido,8.234618,18.755926,1,Autre,100,0,Non,Oui,Non,Non,02.05.2017,02.05.2017,2017
ACF_BOY_20170426,02.05.2017,ACF,Boyali,Ombella M'Poko,Bossembele,La Mbi,4.846472,17.582762,2,Catastrophe naturelle,0,0,Non,Non,Oui,Non,26.04.2017,26.04.2017,2017
ACF_BOZ_20170426,02.05.2017,ACF,Bozoro,Ouham,Kabo,Ouaki,7.252404,18.720756,1,Violences,0,0,Oui,Non,Non,Non,26.04.2017,26.04.2017,2017
ACF_MAR_20170425,26.04.2017,ACF,Markounda,Ouham,Markounda,Nana Markounda,7.61732,16.966936,1,Violences,0,0,Non,Oui,Non,Non,25.04.2017,25.04.2017,2017
ACT_ALI_20170418,25.04.2017,ACTED,Alindao,Basse-Kotto,Alindao,Alindao,5.042049,21.214987,27,Violences,864,4666,Oui,Non,Non,Non,20.03.2017,20.03.2017,2017
SI_KAS_20170424,24.04.2017,SI,Kassai,Ouham,Batangafo,Bede,7.205488,17.69232,3,Violences,330,990,Non,Oui,Non,Non,24.04.2017,24.04.2017,2017
SI_ZEF_20170418,21.04.2017,SI,Botto 1,Nana-Gribizi,Kaga-Bandoro,Botto,6.973822,19.107922,2,Violences,500,0,Oui,Non,Non,Non,18.04.2017,18.04.2017,2017
ACT_PAV_20170408,18.04.2017,ACTED,Pavika,Basse-Kotto,Alindao,Guiligui,4.909962,21.333952,1,Violences,0,0,Oui,Non,Non,Non,08.04.2017,08.04.2017,2017
ACF_BON_20170406,18.04.2017,ACF,Bondiba,Nana-Mambere,Baboua,Baboua,5.535135,14.794725,1,Violences,0,0,Oui,Non,Non,Non,05.04.2017,05.04.2017,2017
SI_KAG_20170405,11.04.2017,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,1,Catastrophe naturelle,2000,6000,Oui,Non,Non,Non,05.04.2017,05.04.2017,2017
SI_SIN_20170328,07.04.2017,SI,Sindi,Nana-Gribizi,Kaga-Bandoro,Grivai-Pamia,7.091999,19.220786,0,Violences,0,0,Oui,Non,Non,Non,30.03.2017,30.03.2017,2017
ACT_KOL_20170331,04.04.2017,ACTED,Ngassa 2,Basse-Kotto,Mingala,Kotto,5.228093,21.888534,1,Violences,0,0,Oui,Non,Non,Non,29.03.2017,29.03.2017,2017
ACF_Ngi_20170328,04.04.2017,ACF,Baboua,Nana-Mambere,Baboua,Baboua,5.806589,14.832919,3,Violences,0,0,Oui,Non,Non,Non,28.03.2017,28.03.2017,2017
ACF_Mak_20170330,04.04.2017,ACF,Makounzi Wali,Ouham Pende,Koui,Koui,6.78566,15.094831,1,Violences,0,0,Non,Oui,Non,Non,30.03.2017,30.03.2017,2017
ACF_Kou_20170330,04.04.2017,ACF,Koui,Ouham Pende,Koui,Koui,6.951955,15.453221,1,Violences,1500,7500,Oui,Oui,Non,Non,30.03.2017,30.03.2017,2017
ACF_Nga_20170404,04.04.2017,ACF,Ngaoundaye,Ouham Pende,Ngaoundaye,Mbili,6.985813,15.258225,2,Violences,0,0,Oui,Non,Non,Non,04.04.2017,04.04.2017,2017
ACF_Pou_20170328,04.04.2017,ACF,Poungbe,Ouham Pende,Paoua,Banh,7.0984,16.478043,1,Violences,0,0,Oui,Non,Non,Non,28.03.2017,28.03.2017,2017
ACT_AGO_20170327,30.03.2017,ACTED,Agoudou-Manga,Ouaka,Bambari,Danga-Gboudou,5.88229,20.912558,3,Violences,800,4000,Oui,Non,Non,Non,20.03.2017,20.03.2017,2017
ACT_BRI_20170324,28.03.2017,ACTED,Bria,Haute-Kotto,Bria,Samba-Boungou,6.537415,21.991405,1,Violences,150,600,Oui,Non,Non,Non,24.03.2017,24.03.2017,2017
SI_PAR_20170322,28.03.2017,SI,Ouogo Centre,Ouham,Batangafo,Bakassa,7.53957,17.762112,2,Autre,800,4000,Non,Oui,Non,Non,22.03.2017,22.03.2017,2017
ACT_BAK_20170326,27.03.2017,ACTED,Bakouma,Mbomou,Bakouma,Bakouma,5.711727,22.78416,2,Violences,50,250,Oui,Non,Non,Non,20.03.2017,20.03.2017,2017
SI_DER_20170320,21.03.2017,SI,Dere 1,Nana-Gribizi,Kaga-Bandoro,Ndenga,6.822976,19.218654,1,Catastrophe naturelle,17,90,Non,Non,Non,Oui,17.03.2017,17.03.2017,2017
ACT_KPI_20170313,14.03.2017,ACTED,Kpiarou,Mbomou,Rafai,Rafai,5.027341,24.240688,1,Violences,20,70,Oui,Non,Non,Non,11.03.2017,11.03.2017,2017
ACF_NAB_20170228,07.03.2017,ACF,Nana-Bakassa,Ouham,Nana-Bakassa,Nana-Bakassa,6.986891,17.282323,1,Violences,0,0,Oui,Non,Non,Non,28.02.2017,28.02.2017,2017
ACT_KIT_20170302,02.03.2017,ACTED,Kitika,Mbomou,Bakouma,Bakouma,5.176225,23.100614,2,Violences,0,0,Oui,Non,Non,Non,02.03.2017,02.03.2017,2017
SI_LAK_20170301,02.03.2017,SI,Lakouetene,Nana-Gribizi,Mbres,Mbres,6.609372,19.821494,4,Violences,600,3000,Oui,Non,Non,Non,01.03.2017,01.03.2017,2017
ACT_NDE_20170227,28.02.2017,ACTED,Ndenguiro,Mbomou,Bakouma,Bakouma,5.633183,23.028948,1,Autre,0,0,Oui,Non,Non,Non,25.02.2017,25.02.2017,2017
SI_BOT_20170221,24.02.2017,SI,Botto,Nana-Gribizi,Kaga-Bandoro,Botto,6.975222,19.100667,22,Autre,1754,8742,Non,Oui,Non,Non,21.02.2017,21.02.2017,2017
ACT_DER_20170222,22.02.2017,ACTED,Derbissaka,Mbomou,Rafai,Rafai,5.774286,24.847812,1,Violences,250,1000,Non,Non,Oui,Non,17.02.2017,17.02.2017,2017
ACF_Kou_20170213,22.02.2017,ACF,Kouki,Ouham,Nana-Bakassa,Nana-Bakassa,7.166343,17.309082,1,Violences,0,0,Non,Non,Oui,Non,13.02.2017,13.02.2017,2017
ACT_VOU_20170212,21.02.2017,ACTED,Voundia,Basse-Kotto,Alindao,Alindao,5.073539,21.223541,1,Autre,700,2500,Oui,Non,Non,Non,11.02.2017,11.02.2017,2017
ACF_SON_20170127,21.02.2017,ACF,Bambia 1,Ouham,Bouca,Bouca Bobo,6.559873,18.33531,1,Violences,100,478,Non,Non,Oui,Non,27.01.2017,27.01.2017,2017
ACF_San_20170106,21.02.2017,ACF,Sanguere-Pende,Ouham Pende,Bocaranga,Bocaranga,6.729128,15.539351,1,Violences,0,0,Oui,Non,Non,Non,06.01.2017,06.01.2017,2017
ACF_Boc_20170202,21.02.2017,ACF,Degaulle,Ouham Pende,Koui,Koui,6.936024,15.449854,1,Violences,0,0,Non,Non,Oui,Non,28.01.2017,28.01.2017,2017
ACF_Bik_20170115,21.02.2017,ACF,Bikanga,Ouham Pende,Koui,Koui,6.961539,15.449697,1,Violences,0,0,Oui,Non,Non,Non,15.01.2017,15.01.2017,2017
ACT_GON_20170218,20.02.2017,ACTED,Bana-Dobe,Basse-Kotto,Mingala,Kotto,5.270025,21.884114,3,Violences,0,0,Oui,Non,Non,Non,13.02.2017,13.02.2017,2017
SI_KAG_20170201,15.02.2017,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,1,Autre,778,3890,Oui,Non,Non,Non,01.02.2017,01.02.2017,2017
SI_BAT_20170210,15.02.2017,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,1,Autre,1745,8747,Non,Oui,Non,Non,09.02.2017,09.02.2017,2017
ACT_MAL_20170213,14.02.2017,ACTED,Maloum,Ouaka,Bambari,Bambari,5.852494,21.06537,5,Violences,285,1000,Oui,Non,Non,Non,13.02.2017,13.02.2017,2017
ACF_BR_20170210,13.02.2017,ACF,Nguia-Bouar,Nana-Mambere,Baboua,Baboua,5.215661,14.693985,2,Violences,0,0,Non,Non,Oui,Non,10.02.2017,10.02.2017,2017
ACF_BOW_20160210,13.02.2017,ACF,Bowaye,Ouham,Nana-Bakassa,Nana-Bakassa,6.969912,17.291506,1,Violences,800,0,Non,Non,Oui,Non,10.02.2017,10.02.2017,2017
ACT_BOU_20170203,07.02.2017,ACTED,Bougoua,Ouaka,Bambari,Ngougbia,5.703956,20.701274,3,Catastrophe naturelle,0,0,Oui,Non,Non,Non,03.02.2017,03.02.2017,2017
ACT_NDA_20170206,07.02.2017,ACTED,Ndassima,Ouaka,Bambari,Danga-Gboudou,6.157919,20.792273,2,Violences,0,0,Oui,Non,Non,Non,06.02.2017,06.02.2017,2017
SI_KAB_20170126,07.02.2017,SI,Kabo,Ouham,Kabo,Sido,7.697565,18.629944,1,Catastrophe naturelle,170,850,Non,Oui,Oui,Non,26.01.2017,26.01.2017,2017
ACT_NGA_20170131,02.02.2017,ACTED,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846,1,Violences,0,0,Oui,Non,Non,Non,31.01.2017,31.01.2017,2017
ACT_BAN_20170128,31.01.2017,ACTED,Bangassou,Mbomou,Bangassou,,4.740092,22.822237,1,Catastrophe naturelle,0,0,Non,Non,Non,Oui,28.01.2017,28.01.2017,2017
ACT_DAN_20170115,16.01.2017,ACTED,Bégoué,Haut-Mbomou,Zemio,Zemio,5.224,25.243,3,Violences,0,0,Non,Non,Non,Oui,15.01.2017,15.01.2017,2017
ACT_GOU_20170110,16.01.2017,ACTED,Gambaatoure,Haut-Mbomou,Zemio,Zemio,5.411117,25.223464,1,Violences,60,300,Non,Non,Non,Oui,09.01.2017,09.01.2017,2017
ACT_POU_20161230,10.01.2017,ACTED,Poudjo,Basse-Kotto,Alindao,Yambele-Ewou,5.364255,21.021352,3,Violences,500,2700,Oui,Non,Non,Non,30.12.2016,30.12.2016,2016
SI_BAT_20161226,09.01.2017,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,2,Autre,165,921,Oui,Oui,Non,Non,26.12.2016,26.12.2016,2016
ACT_AWA_20161229,29.12.2016,ACTED,Awalawa,Haute-Kotto,Yalinga,Yalinga,6.417565,22.573668,0,Violences,0,0,Oui,Non,Non,Non,29.12.2016,29.12.2016,2016
ACT_LAO_20161220,26.12.2016,ACTED,Laonza,Ouaka,Kouango,Cochio-Toulou,5.195708,20.696594,5,Violences,0,0,Oui,Non,Non,Non,20.12.2016,20.12.2016,2016
ACT_KON_20161219,26.12.2016,ACTED,Kono,Mbomou,Bakouma,Bakouma,6.005426,22.834436,2,Violences,0,0,Oui,Non,Non,Non,19.12.2016,19.12.2016,2016
ACT_MBR_20161219,26.12.2016,ACTED,Mbroutchou,Ouaka,Ippy,Ippy,6.336219,21.425016,1,Violences,0,0,Oui,Non,Non,Non,19.12.2016,19.12.2016,2016
ACT_ZAC_20161220,20.12.2016,ACTED,Zacko 8,Haute-Kotto,Yalinga,Yalinga,6.285185,22.834408,2,Violences,0,0,Oui,Non,Non,Non,20.12.2016,20.12.2016,2016
SI_NDO_20161220,20.12.2016,SI,Ndoubou,Ouham,Batangafo,Batangafo,7.314133,18.320867,1,Violences,198,952,Oui,Non,Non,Non,20.12.2016,20.12.2016,2016
ACT_NDA_20161206,13.12.2016,ACTED,Ndassima,Ouaka,Bambari,Danga-Gboudou,6.157919,20.792273,4,Violences,0,0,Oui,Non,Non,Non,06.12.2016,06.12.2016,2016
ACT_AWA_20161213,13.12.2016,ACTED,Awalawa,Haute-Kotto,Yalinga,Yalinga,6.417565,22.573668,2,Violences,0,0,Oui,Non,Non,Non,13.12.2016,13.12.2016,2016
ACF_GOUZ_20161204,08.12.2016,ACF,Gouze,Ouham Pende,Paoua,Banh,7.05699,16.369279,0,Violences,0,0,Non,Non,Oui,Non,04.12.2016,04.12.2016,2016
PU_NOU_20160716,07.12.2016,PU-AMI,Noufou,Mambere-Kadei,Gamboula,,4.615315,14.763317,6,Autre,0,0,Non,Oui,Non,Non,22.06.2016,22.06.2016,2016
SI_BEK_20161205,06.12.2016,SI,Bekondja,Ouham,Kabo,Sido,7.938928,17.976794,5,Autre,350,1750,Non,Oui,Non,Non,05.12.2016,05.12.2016,2016
ACF_NDI_20161124,29.11.2016,ACF,Ndim,Ouham Pende,Ngaoundaye,Dilouki,7.254,15.769,1,Violences,0,0,Oui,Non,Non,Non,24.11.2016,24.11.2016,2016
ACT_BAK_20161127,28.11.2016,ACTED,Bakala-Koupi,Ouaka,Bakala,Koudou-Bego,6.105071,20.397154,3,Violences,100,500,Oui,Non,Non,Non,27.11.2016,27.11.2016,2016
ACT_BRI_20161121,23.11.2016,ACTED,Bria,Haute-Kotto,Bria,Samba-Boungou,6.537415,21.991405,1,Violences,1000,5000,Oui,Non,Non,Non,21.11.2016,21.11.2016,2016
SI_FAR_20160928,23.11.2016,SI,Farazala 1,Ouham,Kabo,Ouaki,7.38043,18.74324,17,Autre,2415,8822,Non,Non,Oui,Non,28.09.2016,28.09.2016,2016
SI_KAB_20161121,22.11.2016,SI,Kabo,Ouham,Kabo,Sido,7.697565,18.629944,1,Autre,240,1200,Non,Non,Oui,Non,21.11.2016,21.11.2016,2016
ACF_SIB_20161113,15.11.2016,ACF,Sibut,Kemo,Sibut,Sibut,5.735689,19.086042,2,Violences,762,3800,Oui,Non,Non,Non,13.11.2016,13.11.2016,2016
ACF_DEK_20161113,15.11.2016,ACF,Dékoa,Kemo,Dekoa,Dekoa,6.518772,19.118972,2,Violences,80,400,Oui,Non,Non,Non,13.11.2016,13.11.2016,2016
SI_MAR_20161108,15.11.2016,SI,Marengala,Ouham,Batangafo,Batangafo,7.460564,18.42077,1,Autre,33,165,Non,Oui,Non,Non,08.11.2016,08.11.2016,2016
SI_KAG_20161012,14.11.2016,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,1,Violences,8124,19201,Oui,Non,Non,Non,12.10.2016,12.10.2016,2016
SI_KAG_20161004,14.11.2016,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,2,Catastrophe naturelle,2200,11000,Non,Non,Oui,Non,04.10.2016,04.10.2016,2016
ACT_GAL_20161109,10.11.2016,ACTED,Galaboroma,Ouaka,Kouango,Cochio-Toulou,5.217906,20.687848,0,Violences,0,0,Oui,Non,Non,Non,09.11.2016,09.11.2016,2016
ACT_LIH_20161110,10.11.2016,ACTED,Lihoto,Ouaka,Kouango,Azengue-Mindou,5.312277,20.15837,3,Violences,0,0,Oui,Non,Non,Non,10.11.2016,10.11.2016,2016
ACT_MAN_20161106,09.11.2016,ACTED,Mangoupa,Mbomou,Rafai,Rafai,4.978925,24.109608,1,Violences,30,150,Oui,Non,Non,Non,08.11.2016,08.11.2016,2016
ACF_BAM_20161101,08.11.2016,ACF,Bambara,Ouham Pende,Paoua,Banh,7.109354,16.431468,3,Violences,0,2000,Oui,Non,Non,Non,01.11.2016,01.11.2016,2016
ACF_NDI_20161021,08.11.2016,ACF,Ndim,Ouham Pende,Ngaoundaye,Dilouki,7.254,15.769,1,Violences,16,96,Oui,Non,Non,Non,02.11.2016,02.11.2016,2016
PU_NOL_20161107,07.11.2016,PU-AMI,Nola,Sangha-Mbaere,Nola,Nola,3.524026,16.04494,1,Autre,248,1240,Non,Oui,Non,Non,04.11.2016,04.11.2016,2016
ACT_NGA_20161015,07.11.2016,ACTED,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846,1,Violences,3361,13602,Oui,Non,Non,Non,15.10.2016,15.10.2016,2016
ACT_FIN_20161025,31.10.2016,ACTED,Finzane,Haut-Mbomou,Zemio,Zemio,5.121937,25.168278,2,Autre,0,0,Oui,Non,Non,Non,25.10.2016,25.10.2016,2016
ACT_GRI_20161026,31.10.2016,ACTED,Grimari,Ouaka,Grimari,Grimari,5.739668,20.058007,1,Violences,0,0,Non,Non,Oui,Non,26.10.2016,26.10.2016,2016
ACT_GOL_20161026,31.10.2016,ACTED,Golomanda,Ouaka,Ippy,Ippy,6.483222,21.12385,1,Violences,0,0,Oui,Non,Non,Non,26.10.2016,26.10.2016,2016
ACT_ALI_20161020,26.10.2016,ACTED,Aliwali,Haut-Mbomou,Zemio,Zemio,5.058728,25.058596,1,Violences,5,50,Oui,Non,Non,Non,20.10.2016,20.10.2016,2016
ACF_MAR_20161025,26.10.2016,ACF,Marzé,Ouham,Bouca,,6.847689,18.778981,1,Violences,0,195,Oui,Non,Non,Non,25.10.2016,25.10.2016,2016
ACT_DER_20161019,25.10.2016,ACTED,Derbissaka,Mbomou,Rafai,Rafai,5.774286,24.847812,0,Violences,0,0,Oui,Non,Non,Non,19.10.2016,19.10.2016,2016
ACF_PAM_20160922,04.10.2016,ACF,Pama,Ouham,Batangafo,Hama,5.078355,20.702904,1,Violences,2916,0,Oui,Non,Non,Non,15.09.2016,15.09.2016,2016
ACT_TAB_20160920,03.10.2016,ACTED,Tabane 2,Haut-Mbomou,Zemio,Zemio,5.105652,24.943878,1,Violences,0,0,Oui,Non,Non,Non,20.09.2016,20.09.2016,2016
SI_FAR_20160928,03.10.2016,SI,Farazala,Ouham,Kabo,Ouaki,7.383994,18.747848,17,Autre,2415,8822,Non,Non,Oui,Non,28.09.2016,28.09.2016,2016
ACF_Don_20160928,29.09.2016,ACF,Groupement Douane,Nana-Mambere,Bouar,Niem-Yelewa,6.518254,15.267158,2,Violences,0,0,Non,Non,Oui,Non,28.09.2016,28.09.2016,2016
ACF_KOU_20160927,29.09.2016,ACF,Koui,Ouham Pende,Koui,Koui,6.951955,15.453221,1,Violences,0,0,Non,Non,Oui,Non,27.09.2016,27.09.2016,2016
PU_MBO_20160920,27.09.2016,PU-AMI,Mbolo 1,Bamingui-Bangoran,Ndele,Mbolo-Pata,8.309897,20.681594,2,Violences,290,1450,Non,Non,Oui,Non,20.09.2016,20.09.2016,2016
PU_TAK_20160924,27.09.2016,PU-AMI,Yangou Brindi,Bamingui-Bangoran,Ndele,Mbolo-Pata,8.372387,20.689378,3,Autre,145,725,Oui,Non,Non,Non,24.09.2016,24.09.2016,2016
SI_KOL_20160920,23.09.2016,SI,Botto,Nana-Gribizi,Kaga-Bandoro,Botto,6.975222,19.100667,1,Autre,140,700,Non,Oui,Non,Non,20.09.2016,20.09.2016,2016
ACT_GUE_20160921,22.09.2016,ACTED,Guerekindo,Mbomou,Rafai,Rafai,5.079482,24.349098,2,Violences,0,0,Oui,Non,Non,Non,21.09.2016,21.09.2016,2016
ACF_Dek_20160903,22.09.2016,ACF,Dékoa,Kemo,Dekoa,Dekoa,6.518772,19.118972,2,Violences,0,200,Oui,Non,Non,Non,06.09.2016,06.09.2016,2016
ACF_Dan_20160917,22.09.2016,ACF,Dan-Kobira,Ouham Pende,Koui,Koui,6.567839,15.33451,1,Violences,0,0,Oui,Non,Non,Non,16.09.2016,16.09.2016,2016
ACF_Zar_20160916,22.09.2016,ACF,Zarbotou,Ouham Pende,Koui,Koui,6.934506,15.30117,1,Violences,0,0,Oui,Non,Non,Non,13.09.2016,13.09.2016,2016
PU_TIR_20160909,21.09.2016,PU-AMI,Tiri,Bamingui-Bangoran,Ndele,Dar El Kouti,8.599117,20.399447,2,Violences,50,175,Oui,Non,Non,Non,09.09.2016,09.09.2016,2016
ACT_YAN_20160913,20.09.2016,ACTED,Yangoussi,Mbomou,Bakouma,,5.9255,22.843,0,Violences,0,0,Oui,Non,Non,Non,13.09.2016,13.09.2016,2016
SI_NDO_20160916,19.09.2016,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,1,Violences,0,0,Non,Non,Oui,Non,16.09.2016,16.09.2016,2016
SI_BAL_20160912,19.09.2016,SI,Balteze,Ouham,Kabo,Sido,7.636297,18.421818,8,Autre,3600,18000,Non,Non,Oui,Oui,12.09.2016,12.09.2016,2016
ACT_BAK_20160909,14.09.2016,ACTED,Bakala-Koupi,Ouaka,Bakala,Koudou-Bego,6.105071,20.397154,4,Violences,0,0,Non,Oui,Non,Non,09.09.2016,09.09.2016,2016
ACT_BIA_20160911,13.09.2016,ACTED,Bianga,Ouaka,Kouango,Kouango,4.83,20.4,15,Violences,0,0,Oui,Non,Non,Non,11.09.2016,11.09.2016,2016
ACT_DER_20160907,13.09.2016,ACTED,Derbissaka,Mbomou,Rafai,Rafai,5.774286,24.847812,0,Violences,0,0,Non,Non,Oui,Non,07.09.2016,07.09.2016,2016
SI_BEH_20160902,06.09.2016,SI,Balteze,Ouham,Kabo,Sido,7.636297,18.421818,7,Autre,3600,18000,Non,Oui,Non,Non,02.09.2016,02.09.2016,2016
ACT_BAH_20160904,05.09.2016,ACTED,Bahr,Haut-Mbomou,Zemio,Zemio,5.115203,24.85528,2,Violences,0,0,Oui,Non,Non,Non,04.09.2016,04.09.2016,2016
PU_DIL_20160710,01.09.2016,PU-AMI,Dilapoko,Mambere-Kadei,Gamboula,Basse-Boumne,4.36372,15.09166,6,Autre,0,0,Non,Oui,Non,Non,22.06.2016,22.06.2016,2016
ACT_TAB_20160901,01.09.2016,ACTED,Tabane,Haut-Mbomou,Zemio,Zemio,5.103722,24.939847,8,Violences,0,0,Oui,Non,Non,Non,01.09.2016,01.09.2016,2016
PU_OUH_20160518,01.09.2016,PU-AMI,Ouhi,Bamingui-Bangoran,Ndele,,8.429317,20.701017,6,Violences,381,1905,Non,Non,Oui,Non,18.05.2016,18.05.2016,2016
PU_ZOU_20160810,01.09.2016,PU-AMI,Zoukoutouniala,Bamingui-Bangoran,Ndele,Dar El Kouti,8.539465,20.614048,2,Autre,100,500,Non,Oui,Non,Non,15.07.2016,15.07.2016,2016
ACF_Kam_20160810,31.08.2016,ACF,Kambakota,Ouham,Batangafo,,7.166443,17.871756,4,Violences,828,4137,Non,Oui,Non,Non,10.08.2016,10.08.2016,2016
ACF_Bem_20160811,31.08.2016,ACF,Bémal,Ouham,Batangafo,,7.581004,16.608834,2,Violences,943,4717,Non,Oui,Non,Non,11.08.2016,11.08.2016,2016
PU_KOT_20160817,25.08.2016,PU-AMI,Kotissako,Bamingui-Bangoran,Bamingui,Vassako,8.14359,20.385602,1,Autre,0,0,Non,Non,Oui,Non,15.08.2016,15.08.2016,2016
ACT_DER_20160812,22.08.2016,ACTED,Derbissaka,Mbomou,Rafai,Rafai,5.774286,24.847812,1,Violences,0,0,Oui,Non,Non,Non,12.08.2016,12.08.2016,2016
ACF_Nie_20160812,16.08.2016,ACF,Niem,Nana-Mambere,Bouar,Niem-Yelewa,6.198608,15.230062,6,Autre,0,0,Non,Non,Oui,Non,12.08.2016,12.08.2016,2016
PU_YEL_20160727,09.08.2016,PU-AMI,Yele-Wayombo,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,4.637997,14.762589,1,Autre,40,200,Oui,Oui,Non,Non,27.07.2016,27.07.2016,2016
ACF_Ndj_20160805,08.08.2016,ACF,Ndjoukou,Kemo,Ndjoukou,,5.133814,19.350051,1,Autre,0,0,Non,Non,Oui,Non,05.08.2016,05.08.2016,2016
SI_BOT_20160725,01.08.2016,SI,Botto,Nana-Gribizi,Kaga-Bandoro,Botto,6.975222,19.100667,19,Autre,0,0,Non,Oui,Non,Non,25.07.2016,25.07.2016,2016
SI_GBA_20160730,01.08.2016,SI,Gbazara,Ouham,Batangafo,Ouassi,7.459128,18.436268,1,Autre,78,390,Non,Oui,Non,Non,30.07.2016,30.07.2016,2016
SI_KAB_20160725,01.08.2016,SI,Kabo,Ouham,Kabo,Sido,7.697565,18.629944,1,Autre,82,413,Non,Oui,Non,Non,25.07.2016,25.07.2016,2016
SI_MOY_20160729,01.08.2016,SI,Moyenne Sido,Ouham,Kabo,Sido,8.215139,18.711362,1,Autre,353,967,Non,Oui,Non,Non,29.07.2016,29.07.2016,2016
ACT_NGA_20160726,26.07.2016,ACTED,Ngakobo,Ouaka,Bambari,Ngougbia,5.339652,20.730846,0,Violences,0,0,Oui,Non,Non,Non,26.07.2016,26.07.2016,2016
PU_KPA_20160722,25.07.2016,PU-AMI,Pata,Bamingui-Bangoran,Ndele,Mbolo-Pata,4.838971,18.665176,2,Violences,0,0,Non,Non,Oui,Oui,20.07.2016,20.07.2016,2016
SI_BAT_20160719,22.07.2016,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,4,Autre,1480,7401,Non,Oui,Non,Non,19.07.2016,19.07.2016,2016
ACF_Ban_20160722,22.07.2016,ACF,Bang,Ouham Pende,Ngaoundaye,Kodi,7.477394,15.540389,1,Violences,0,0,Oui,Non,Non,Non,22.07.2016,22.07.2016,2016
ACT_IPP_20160627,19.07.2016,ACTED,Ippy,Ouaka,Ippy,Ippy,6.260115,21.1966,8,Violences,0,0,Oui,Oui,Non,Non,27.06.2016,27.06.2016,2016
ACT_SER_20160624,13.07.2016,ACTED,Serenga et Polonda,Basse-Kotto,Mobaye,Mobaye,4.551444,21.283722,9,Violences,0,4522,Oui,Non,Non,Non,24.06.2016,24.06.2016,2016
ACT_GUE_20160707,12.07.2016,ACTED,Guerekindo,Mbomou,Rafai,Rafai,5.079482,24.349098,1,Violences,0,0,Non,Non,Non,Oui,07.07.2016,07.07.2016,2016
SI_KAB_20160704,12.07.2016,SI,Kabo,Ouham,Kabo,Sido,7.697565,18.629944,0,Violences,0,6,Non,Non,Oui,Non,04.07.2016,04.07.2016,2016
SI_MOR_20160622,11.07.2016,SI,Morobanda 1,Nana-Gribizi,Mbres,Mbres,6.526181,19.837212,8,Autre,660,3300,Non,Non,Oui,Non,22.06.2016,22.06.2016,2016
ACF_San_20160629,01.07.2016,ACF,Sangare lim,Ouham Pende,Koui,Koui,6.950599,15.358343,2,Violences,0,0,Oui,Oui,Non,Non,29.06.2016,29.06.2016,2016
ACT_MBA_20160629,30.06.2016,ACTED,Mbata 2,Basse-Kotto,Kembe,Mboui,4.584679,21.688204,4,Violences,0,0,Oui,Oui,Non,Non,29.06.2016,29.06.2016,2016
SI_OUA_20160619,20.06.2016,SI,Ouandago,Nana-Gribizi,Kaga-Bandoro,Nana-Outa,7.250732,18.847806,1,Violences,0,0,Non,Non,Non,Oui,19.06.2016,19.06.2016,2016
ACF_Boy_20160614,20.06.2016,ACF,Boyang ya,Ouham Pende,Ngaoundaye,Mbili,7.136897,15.265566,3,Violences,0,0,Oui,Non,Non,Non,14.06.2016,14.06.2016,2016
SI_BAT_20160620,20.06.2016,SI,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,1,Violences,0,0,Non,Non,Non,Oui,20.06.2016,20.06.2016,2016
