AlerteID,DateCreated,Partner,OCHA_village_v2,Prefecture,SousPrefecture,Commune,Latitude,Longitude,Nb_localites_affectes,Nature_choc,Pop_affectee_menages,Pop_affectee_individus,Pop_affectee_Deplaces,Pop_affectee_Retours,Pop_affectee_Communaute_hote,Pop_affectee_Autre,startDate,endDate,year
PU_KOU_20150818,26.08.2015,PU-AMI,Koundi,Bamingui-Bangoran,Ndele,Dar El Kouti,8.814536,20.705488,2,Autre,0,0,Non,Oui,Non,Non,17.08.2015,17.08.2015,2015
ACTED_MAL_20150802,24.08.2015,ACTED,Nzelete,Basse-Kotto,Alindao,Bangui-Kette,5.115175,21.055918,11,Violences,0,0,Oui,Non,Non,Non,02.08.2015,02.08.2015,2015
ACT_GOY_20150802,24.08.2015,ACTED,Boy Kota,Ouaka,Kouango,Cochio-Toulou,5.15827,20.576496,12,Violences,734,3668,Oui,Non,Non,Non,02.08.2015,02.08.2015,2015
ACT_BAM_20150828,24.08.2015,ACTED,Bambari,Ouaka,Bambari,Bambari,5.751444,20.667172,0,Violences,0,0,Oui,Non,Non,Non,28.08.2015,28.08.2015,2015
SI_MBR_20150823,24.08.2015,SI,Mbres,Nana-Gribizi,Mbres,Mbres,6.667027,19.799937,2,Violences,140,700,Oui,Non,Non,Non,23.08.2015,23.08.2015,2015
SI_BOT_20150722,24.08.2015,SI,Botto,Nana-Gribizi,Kaga-Bandoro,Botto,6.975222,19.100667,0,Violences,78,390,Non,Oui,Non,Non,22.07.2015,22.07.2015,2015
ACF_SAB_20150820,22.08.2015,ACF,Minime,Nana-Mambere,Bouar,Niem-Yelewa,6.722684,15.179215,4,Autre,173,1518,Non,Oui,Non,Non,20.08.2015,20.08.2015,2015
ACT_GAM_20150805,18.08.2015,ACTED,Gambo,Mbomou,Gambo,Gambo,4.654362,22.27093,1,Violences,240,1200,Oui,Non,Non,Non,05.08.2015,05.08.2015,2015
DRC_NDO_20150815,17.08.2015,DRC,Ndoubou,Ouham,Batangafo,Batangafo,7.314133,18.320867,5,Violences,0,0,Oui,Non,Non,Non,15.08.2015,15.08.2015,2015
PU_POT_20150731,12.08.2015,PU-AMI,Berberati,Mambere-Kadei,Berberati,Basse-Batouri,4.255473,15.787529,5,Autre,101,253,Non,Oui,Non,Non,31.07.2015,31.07.2015,2015
ACF_DAY_20150810,11.08.2015,ACF,Dékoa,Kemo,Dekoa,Dekoa,6.518772,19.118972,1,Autre,320,1600,Oui,Non,Non,Non,10.08.2015,10.08.2015,2015
ACTED_MAL_20150429,04.08.2015,ACTED,Maloum,Ouaka,Bambari,Bambari,5.852494,21.06537,0,Violences,0,0,Oui,Non,Non,Non,29.04.2015,29.04.2015,2015
DRC_BEM_20150712,04.08.2015,DRC,Bémal,Ouham,Batangafo,,7.581004,16.608834,2,Violences,0,0,Oui,Non,Non,Non,17.07.2015,17.07.2015,2015
ACF_BOM_20150720,31.07.2015,ACF,Bomentana Centre,Ouham,Nangha Boguila,Nangha Boguila,6.986135,16.942772,1,Violences,374,1870,Non,Oui,Non,Non,20.07.2015,20.07.2015,2015
DRC_HER_20150529,31.07.2015,DRC,Herbo,Ouham Pende,Ngaoundaye,Yeme,7.556351,16.092648,1,Violences,0,0,Non,Oui,Non,Non,29.05.2015,29.05.2015,2015
ACF_BEM_20150715,31.07.2015,ACF,Bémal,Ouham,Batangafo,,7.581004,16.608834,1,Violences,167,835,Non,Oui,Non,Non,15.07.2015,15.07.2015,2015
ACT_MAL_20150729,29.07.2015,ACTED,Maloum,Ouaka,Bambari,Bambari,5.852494,21.06537,0,Violences,0,0,Non,Non,Non,Oui,29.07.2015,29.07.2015,2015
ACF_NIE_20150729,29.07.2015,ACF,Niem,Nana-Mambere,Bouar,Niem-Yelewa,6.198608,15.230062,1,Autre,978,4890,Non,Oui,Non,Non,29.07.2015,29.07.2015,2015
ACF_YEL_20150729,29.07.2015,ACF,Yelowa,Nana-Mambere,Bouar,Niem-Yelewa,6.413119,15.278636,1,Autre,650,3520,Non,Oui,Non,Non,29.07.2015,29.07.2015,2015
SI_BOT_20150127,29.07.2015,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,15,Violences,1513,7565,Oui,Non,Non,Non,27.01.2015,27.01.2015,2015
PU_NOL_20150620,28.07.2015,PU-AMI,Salo,Sangha-Mbaere,Nola,Salo,3.184154,16.103793,0,Violences,0,0,Non,Non,Oui,Non,20.06.2015,20.06.2015,2015
PU_NOL_20160601,28.07.2015,PU-AMI,Yantchi,Sangha-Mbaere,Nola,Bilolo,3.460481,15.494817,0,Violences,0,0,Oui,Non,Non,Non,01.06.2015,01.06.2015,2015
ACF_BOG_20150528,28.07.2015,ACF,Boganangone,Lobaye,Boganangone,Boganangone,4.683594,17.199268,1,Violences,486,2432,Non,Oui,Non,Non,28.05.2015,28.05.2015,2015
DRC_GBA_20150618,28.07.2015,DRC,Gbanda,Ouham,Batangafo,Batangafo,5.385422,21.008898,1,Violences,346,1034,Oui,Oui,Non,Non,18.06.2015,18.06.2015,2015
ACF_MAR_20150728,28.07.2015,ACF,Bongoyo Marze,Ouham,Bouca,Lady Gbawi,6.784262,18.659516,1,Violences,114,570,Oui,Oui,Non,Non,28.07.2015,28.07.2015,2015
DRC_BEO_20150610,28.07.2015,DRC,Beogombo 2,Ouham Pende,Paoua,Nana-Barya,7.415468,16.615853,1,Violences,235,0,Non,Oui,Non,Non,10.06.2015,10.06.2015,2015
ACTED_BIA_20150715,21.07.2015,ACTED,Bianga,Ouaka,Kouango,Kouango,4.83,20.4,7,Autre,0,0,Non,Oui,Non,Non,15.07.2015,15.07.2015,2015
DRC_MAR_20150717,21.07.2015,DRC,Markounda,Ouham,Markounda,Nana Markounda,7.61732,16.966936,1,Violences,0,0,Oui,Non,Non,Non,17.07.2015,17.07.2015,2015
PU_MBO_20150623,14.07.2015,PU-AMI,Mboussa,Sangha-Mbaere,Nola,Nola,3.71597,16.197823,4,Autre,1500,8000,Non,Oui,Oui,Non,23.06.2015,23.06.2015,2015
ACF_NDE_20150710,14.07.2015,ACF,Ndengou,Kemo,Ndjoukou,Galabadja,5.119656,19.797664,8,Violences,800,4000,Non,Oui,Oui,Non,10.07.2015,10.07.2015,2015
DRC_BEP_20150623,14.07.2015,DRC,Bepikasse 1,Ouham Pende,Paoua,Mia-Pende,7.604638,16.638503,2,Violences,0,0,Oui,Non,Non,Non,23.06.2015,23.06.2015,2015
ACT_GOY_20150710,11.07.2015,ACTED,Bombala,Ouaka,Kouango,Azengue-Mindou,4.460421,21.070014,0,Autre,0,0,Non,Non,Oui,Non,10.07.2015,10.07.2015,2015
PU_BOU_20150514,09.07.2015,PU-AMI,Boulkinia,Bamingui-Bangoran,Ndele,Dar El Kouti,8.971314,20.61752,1,Autre,389,1948,Non,Oui,Non,Non,13.05.2015,13.05.2015,2015
PU_AKO_20150514,09.07.2015,PU-AMI,Akoursoulbak,Bamingui-Bangoran,Ndele,Dar El Kouti,8.9904,20.729721,1,Autre,960,4800,Non,Oui,Non,Non,13.05.2015,13.05.2015,2015
DRC_GBA_20150708,08.07.2015,DRC,Gbadene,Ouham,Batangafo,Ouassi,7.152597,18.34409,1,Violences,0,0,Non,Oui,Non,Non,08.07.2015,08.07.2015,2015
SI_NDE_20150706,07.07.2015,SI,Ndenga,Nana-Gribizi,Kaga-Bandoro,Ndenga,6.759629,19.26045,5,Violences,926,5556,Non,Oui,Non,Non,06.07.2015,06.07.2015,2015
SI_BI2_20150516,07.07.2015,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,1,Violences,332,1992,Oui,Non,Non,Non,16.05.2015,16.05.2015,2015
DRC_BEY_20150618,07.07.2015,DRC,Béyongo,Ouham,Markounda,Nana Markounda,8,17.045556,4,Violences,0,0,Oui,Non,Non,Non,18.06.2015,18.06.2015,2015
ACF_PAM_20150624,30.06.2015,ACF,Pama,Ouham,Batangafo,Hama,5.078355,20.702904,1,Violences,99,494,Non,Oui,Non,Non,24.06.2015,24.06.2015,2015
ACT_DAB_20150630,30.06.2015,ACTED,Daba,Haute-Kotto,Bria,Daba Nydou,6.357161,22.4211,1,Violences,0,0,Oui,Non,Non,Non,30.06.2015,30.06.2015,2015
DRC_MBI_20150507,29.06.2015,DRC,Mbinai,Ouham Pende,Ngaoundaye,Kodi,7.425272,15.439806,1,Violences,0,0,Oui,Oui,Non,Non,07.05.2015,07.05.2015,2015
DRC_KOZ_20150601,26.06.2015,DRC,Kozoro 1,Ouham,Bouca,Lady Gbawi,6.840072,18.505414,1,Violences,0,0,Oui,Non,Non,Non,01.06.2015,01.06.2015,2015
DRC_BEP_20150624,26.06.2015,DRC,Bepikasse 1,Ouham Pende,Paoua,Mia-Pende,7.604638,16.638503,2,Violences,0,0,Oui,Non,Non,Non,24.06.2015,24.06.2015,2015
PU_NOL_20150623,23.06.2015,PU-AMI,Nola,Sangha-Mbaere,Nola,Nola,3.524026,16.04494,5,Autre,0,0,Non,Non,Oui,Non,23.06.2015,23.06.2015,2015
ACT_GOY_20150616,18.06.2015,ACTED,Goya,Ouaka,Kouango,Cochio-Toulou,4.928531,20.686183,1,Violences,0,0,Oui,Non,Non,Non,16.06.2015,16.06.2015,2015
PU_DIL_20150609,16.06.2015,PU-AMI,Dilapoko,Mambere-Kadei,Gamboula,Basse-Boumne,4.36372,15.09166,1,Violences,0,0,Oui,Non,Non,Non,09.06.2015,09.06.2015,2015
ACT_MAN_20150603,15.06.2015,ACTED,Manoeuvre,Basse-Kotto,Zangba,Yabongo,4.433675,20.752234,1,Violences,0,0,Non,Non,Oui,Non,03.06.2015,03.06.2015,2015
ACTED_MAN_20150103,15.06.2015,ACTED,Manoeuvre,Basse-Kotto,Zangba,Yabongo,4.433675,20.752234,1,Violences,0,0,Oui,Non,Non,Non,03.01.2015,03.01.2015,2015
ACF_BAB_20150606,09.06.2015,ACF,Baboua,Nana-Mambere,Baboua,Baboua,5.806589,14.832919,1,Violences,96,457,Oui,Non,Non,Non,07.06.2015,07.06.2015,2015
ACF_MAR_20150609,09.06.2015,ACF,Marzé,Ouham,Bouca,,6.847689,18.778981,2,Violences,308,1540,Oui,Non,Non,Non,09.06.2015,09.06.2015,2015
ACT_NGA_20150603,05.06.2015,ACTED,Boy Kota,Ouaka,Kouango,Cochio-Toulou,5.15827,20.576496,4,Violences,156,1810,Oui,Non,Non,Non,03.06.2015,03.06.2015,2015
ACTED_ZAB_20150422,03.06.2015,ACTED,Zabe,Mbomou,Bakouma,Bakouma,5.866354,22.22461,5,Violences,300,1500,Oui,Non,Non,Non,20.04.2015,20.04.2015,2015
ACF_BOD_20150519,02.06.2015,ACF,Bode,Ouham,Batangafo,Batangafo,7.169078,17.434204,1,Autre,717,3585,Non,Oui,Non,Non,19.05.2015,19.05.2015,2015
ACTED_MBO_20150522,29.05.2015,ACTED,Mbo-Pouloubou,Basse-Kotto,Mingala,Kotto,5.126245,21.639282,0,Violences,135,675,Non,Non,Oui,Non,22.05.2015,22.05.2015,2015
DRC_HER_20150529,29.05.2015,DRC,Herbo,Ouham Pende,Ngaoundaye,Yeme,7.556351,16.092648,1,Violences,0,0,Oui,Non,Non,Non,29.05.2015,29.05.2015,2015
DRC_BAD2_20150506,21.05.2015,DRC,Badama,Ouham,Markounda,Nana Markounda,4.661431,22.52152,1,Violences,0,0,Oui,Non,Non,Non,06.05.2015,06.05.2015,2015
ACTED_GUE_20150425,21.05.2015,ACTED,Guenekoumba,Mbomou,Rafai,Rafai,5.09295,24.58524,1,Violences,0,0,Oui,Non,Non,Non,25.04.2015,25.04.2015,2015
DRC_BOL_20150520,21.05.2015,DRC,Bolgue,Ouham,Markounda,Nana Markounda,7.273226,17.005704,1,Autre,212,0,Non,Oui,Non,Non,20.05.2015,20.05.2015,2015
DRC_BOD_20150506,21.05.2015,DRC,Bodjomo,Ouham,Markounda,Nana Markounda,7.418152,17.136638,1,Violences,0,0,Oui,Non,Non,Non,06.05.2015,06.05.2015,2015
DRC_BEP_20150521,21.05.2015,DRC,Bepikasse 1,Ouham Pende,Paoua,Mia-Pende,7.604638,16.638503,1,Violences,0,0,Oui,Non,Non,Non,21.05.2015,21.05.2015,2015
PU_BER_20150520,20.05.2015,PU-AMI,Berberati,Mambere-Kadei,Berberati,Basse-Batouri,4.255473,15.787529,1,Catastrophe naturelle,200,1000,Oui,Non,Non,Non,19.05.2015,19.05.2015,2015
PU_NGA_20150501,20.05.2015,PU-AMI,Ngarba,Bamingui-Bangoran,Ndele,Dar El Kouti,9.203859,20.496477,3,Violences,436,2180,Non,Oui,Non,Non,01.05.2015,01.05.2015,2015
SI_BI1_20150516,16.05.2015,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,1,Violences,315,1890,Non,Non,Oui,Non,16.05.2015,16.05.2015,2015
ACTED_BEM_20150511,12.05.2015,ACTED,Béma,Mbomou,Ouango,Ouango,4.142042,22.442181,0,Violences,0,0,Non,Non,Oui,Non,11.05.2015,11.05.2015,2015
PU_KOR_20150507,12.05.2015,PU-AMI,Korando,Mambere-Kadei,Gamboula,Basse-Boumne,4.199319,15.225398,1,Violences,0,0,Oui,Non,Non,Non,07.05.2015,07.05.2015,2015
PU_EVE_20150501,12.05.2015,PU-AMI,Berberati,Mambere-Kadei,Berberati,Basse-Batouri,4.255473,15.787529,1,Autre,11,11,Oui,Non,Non,Non,01.05.2015,01.05.2015,2015
DRC_BAD1_20150506,12.05.2015,DRC,Badama,Ouham,Markounda,Nana Markounda,4.661431,22.52152,1,Violences,848,276,Oui,Non,Non,Non,06.05.2015,06.05.2015,2015
ACF_KOU_20150502,12.05.2015,ACF,Petit-Kounde,Nana-Mambere,Baboua,Kounde,5.913248,14.546685,1,Violences,60,300,Non,Non,Oui,Non,02.05.2015,02.05.2015,2015
DRC_GBA_20150506,12.05.2015,DRC,Gbandou,Ouham,Bouca,Fafa Boungou,6,18.34885,1,Violences,0,0,Oui,Oui,Non,Non,06.05.2015,06.05.2015,2015
ACF_BES_20150419,12.05.2015,ACF,Besson,Nana-Mambere,Baboua,Goudrot,6.258945,14.816071,1,Violences,317,1586,Non,Non,Oui,Non,18.04.2015,18.04.2015,2015
ACF_KOU_20150501,12.05.2015,ACF,Koui,Ouham Pende,Koui,Koui,6.951955,15.453221,1,Violences,200,1000,Non,Oui,Non,Non,01.03.2015,01.03.2015,2015
ACTED_KPA_20150505,07.05.2015,ACTED,Kpadou,Basse-Kotto,Kembe,Mboui,4.517831,21.262662,0,Autre,0,65,Non,Non,Non,Oui,05.05.2015,05.05.2015,2015
ACTED_KRA_20150418,07.05.2015,ACTED,Krakoundji,Ouaka,Bambari,,5.420694,20.319167,1,Violences,0,0,Oui,Non,Non,Non,18.04.2015,18.04.2015,2015
ACTED_TAB_20150429,07.05.2015,ACTED,Tabara,Ouaka,Bambari,Bambari,5.939525,20.544011,3,Violences,0,0,Oui,Non,Non,Non,29.04.2015,29.04.2015,2015
DRC_GBA_20150422,05.05.2015,DRC,Gbama,Ouham Pende,Ngaoundaye,Kodi,5.394253,21.012334,1,Violences,0,1555,Non,Oui,Non,Non,22.04.2015,22.04.2015,2015
DRC_NDO_20150422,05.05.2015,DRC,Ndoubou,Ouham,Batangafo,Batangafo,7.314133,18.320867,1,Violences,234,1170,Non,Oui,Oui,Non,22.04.2015,22.04.2015,2015
DRC_BED_20150422,05.05.2015,DRC,Bedoua 1,Ouham Pende,Paoua,Mia-Pende,7.602153,16.458098,3,Violences,72,0,Non,Non,Oui,Non,22.04.2015,22.04.2015,2015
PU_NDI_20150425,04.05.2015,PU-AMI,Ndinguiri,Mambere-Kadei,Gadzi,Topia,4.886027,16.336991,5,Violences,25,125,Non,Oui,Non,Non,25.04.2015,25.04.2015,2015
DRC_NGO_20150423,04.05.2015,DRC,Ngoutéré,Ouham Pende,Bocaranga,Pende,6.771819,15.898247,1,Violences,0,0,Non,Oui,Oui,Non,23.04.2015,23.04.2015,2015
DRC_MBA_20150110,04.05.2015,DRC,Mbada,Ouham,Bouca,Lady Gbawi,6.865547,18.562368,1,Violences,0,0,Non,Non,Oui,Non,10.01.2015,10.01.2015,2015
DRC_DOK_20150422,04.05.2015,DRC,Doko,Ouham Pende,Ngaoundaye,Kodi,7.161031,15.527531,2,Autre,0,0,Non,Oui,Oui,Non,22.04.2015,22.04.2015,2015
PU_GAD_20150422,28.04.2015,PU-AMI,Gadzi,Mambere-Kadei,Gadzi,Topia,4.779685,16.704898,3,Violences,80,400,Non,Oui,Oui,Non,22.04.2015,22.04.2015,2015
ACF_BOU_20150415,28.04.2015,ACF,Bouanga,Kemo,Dekoa,,6.236853,15.588614,1,Violences,50,250,Oui,Non,Non,Non,15.04.2015,15.04.2015,2015
ACF_DEK_20150415,28.04.2015,ACF,Dékoa,Kemo,Dekoa,Dekoa,6.518772,19.118972,1,Violences,416,2080,Non,Oui,Non,Non,15.04.2015,15.04.2015,2015
ACF_BOW_20150417,28.04.2015,ACF,Bowara,Ouham,Nana-Bakassa,Nana-Bakassa,7.28607,16.010548,1,Violences,1000,5000,Non,Oui,Non,Non,17.04.2015,17.04.2015,2015
SI_BAM_20150422,24.04.2015,SI,Botto,Nana-Gribizi,Kaga-Bandoro,Botto,6.975222,19.100667,3,Violences,0,0,Oui,Non,Non,Non,22.04.2015,22.04.2015,2015
DRC_NZA_20150422,23.04.2015,DRC,Nzapoye,Ouham Pende,Ngaoundaye,Lim,7.446715,15.633509,1,Violences,369,1810,Non,Oui,Oui,Non,22.04.2015,22.04.2015,2015
ACTED_GBO_20150424,22.04.2015,ACTED,Gbolo,Mbomou,Bakouma,Bakouma,5.698269,22.748606,1,Violences,0,600,Oui,Non,Non,Non,23.04.2015,23.04.2015,2015
PU_GOD_20150420,20.04.2015,PU-AMI,Dilapoko,Mambere-Kadei,Gamboula,Basse-Boumne,4.36372,15.09166,2,Violences,0,0,Non,Non,Oui,Non,20.04.2015,20.04.2015,2015
PU_MBA_20150313,20.04.2015,PU-AMI,Boy bale,Mambere-Kadei,Gadzi,Mbali,5.225732,16.757124,6,Autre,0,0,Non,Oui,Non,Non,13.03.2015,13.03.2015,2015
PU_BAM_20150320,20.04.2015,PU-AMI,Bamingui,Bamingui-Bangoran,Bamingui,Vassako,7.530107,20.179799,4,Violences,142,709,Oui,Oui,Non,Non,20.03.2015,20.03.2015,2015
PU_TIR_20150320,20.04.2015,PU-AMI,Tiri,Bamingui-Bangoran,Ndele,Dar El Kouti,8.599117,20.399447,1,Violences,85,400,Oui,Oui,Non,Non,20.03.2015,20.03.2015,2015
PU_MIA_20150320,20.04.2015,PU-AMI,Miamani,Bamingui-Bangoran,Ndele,Dar El Kouti,8.754661,20.000353,1,Violences,0,100,Non,Oui,Non,Non,20.03.2015,20.03.2015,2015
PU_GOL_20150320,20.04.2015,PU-AMI,Golongosso,Bamingui-Bangoran,Ndele,Dar El Kouti,8.924383,19.18565,1,Violences,0,400,Non,Oui,Non,Non,20.03.2015,20.03.2015,2015
ACF_ZER_20150404,14.04.2015,ACF,Zere,Ouham,Bossangoa,Soumbe,4.688221,21.287464,2,Violences,60,300,Oui,Non,Non,Non,04.04.2015,04.04.2015,2015
ACTED_DER_20150227,14.04.2015,ACTED,Derbissaka,Mbomou,Rafai,Rafai,5.774286,24.847812,1,Violences,350,1750,Non,Oui,Non,Non,27.02.2015,27.02.2015,2015
ACTED_LEB_20141021,14.04.2015,ACTED,Lebada,Ouaka,Bambari,Pladama-Ouaka,5.854284,20.544786,12,Violences,1549,7745,Oui,Non,Non,Non,21.10.2014,21.10.2014,2014
DRC_TOU_20150407,14.04.2015,DRC,Touga,Ouham Pende,Ngaoundaye,Lim,7.44371,15.645415,1,Violences,0,0,Non,Non,Non,Oui,07.04.2015,07.04.2015,2015
SI_DOU_20150408,09.04.2015,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,7,Violences,1359,5935,Oui,Non,Non,Non,08.04.2015,08.04.2015,2015
ACTED_BEM_20150327,08.04.2015,ACTED,Béma,Mbomou,Ouango,Ouango,4.142042,22.442181,1,Violences,0,0,Oui,Non,Non,Non,27.03.2015,27.03.2015,2015
SI_MAR_20150328,06.04.2015,SI,Maraomba,Nana-Gribizi,Mbres,Mbres,6.671497,19.723714,2,Violences,0,0,Oui,Non,Non,Non,28.03.2015,28.03.2015,2015
SI_MBR_20141216,06.04.2015,SI,Grivaï,Nana-Gribizi,Kaga-Bandoro,Grivai-Pamia,7.064233,19.437234,1,Violences,525,3150,Oui,Non,Non,Non,16.12.2014,16.12.2014,2014
DRC_BOK_20150209,06.04.2015,DRC,Bokaioua,Ouham,Kabo,Ouaki,7.279787,18.538442,8,Violences,1128,9024,Non,Oui,Oui,Non,09.02.2015,09.02.2015,2015
ACTED_DEM_20150317,04.04.2015,ACTED,Dembia,Mbomou,Rafai,Rafai,5.109916,24.47703,7,Autre,800,4000,Non,Oui,Non,Non,17.03.2015,17.03.2015,2015
PU_NOU_20150331,03.04.2015,PU-AMI,Noufou,Mambere-Kadei,Gamboula,,4.615315,14.763317,2,Violences,0,0,Oui,Non,Non,Non,31.03.2015,31.03.2015,2015
ACF_KOU_20150325,03.04.2015,ACF,Kouki,Ouham,Nana-Bakassa,Nana-Bakassa,7.166343,17.309082,1,Violences,1400,7000,Non,Oui,Non,Non,25.03.2015,25.03.2015,2015
ACF_BON_20141216,02.04.2015,ACF,Bondiba,Nana-Mambere,Baboua,Baboua,5.535135,14.794725,1,Violences,0,0,Oui,Non,Non,Non,16.12.2014,16.12.2014,2014
ACF_BOK_20150327,02.04.2015,ACF,Bokoute 1,Kemo,Sibut,Ngoumbele,5.788886,19.486982,1,Violences,6,30,Oui,Non,Non,Non,27.03.2015,27.03.2015,2015
DRC_BOK_20150225,02.04.2015,DRC,Bokambaye 1,Ouham,Kabo,Ouaki,7.305997,18.481154,8,Violences,1128,9024,Non,Oui,Non,Non,25.02.2015,25.02.2015,2015
ACF_KOU_20150124,01.04.2015,ACF,Kouki,Ouham,Nana-Bakassa,Nana-Bakassa,7.166343,17.309082,1,Violences,1400,7000,Non,Oui,Oui,Non,24.01.2015,24.01.2015,2015
ACTED_GOU_20150319,31.03.2015,ACTED,Goussiéma,Ouaka,Kouango,Kouango,5.395833,20.12675,0,Violences,520,2600,Non,Non,Oui,Non,19.03.2015,19.03.2015,2015
SI_NDE_20150320,30.03.2015,SI,Kaga-Bandoro,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,6.990379,19.191543,8,Violences,1584,7920,Oui,Non,Non,Non,20.03.2015,20.03.2015,2015
DRC_SAN_20150225,27.03.2015,ACF,Sanguere,Ouham Pende,Koui,Koui,6.755639,15.092977,0,Violences,0,0,Oui,Non,Non,Non,25.02.2015,25.02.2015,2015
PU_ORE_20150213,26.03.2015,PU-AMI,Ore,Mambere-Kadei,Gamboula,Basse-Boumne,4.364897,15.082169,1,Violences,50,250,Non,Oui,Non,Non,13.02.2015,13.02.2015,2015
PU_NAO_20150303,26.03.2015,PU-AMI,Nao,Mambere-Kadei,Berberati,Ouakanga,4.526812,15.318057,1,Violences,20,0,Oui,Non,Non,Non,03.03.2015,03.03.2015,2015
PU_AMA_20150213,26.03.2015,PU-AMI,Amada Gaza,Mambere-Kadei,Amada-Gaza,,4.768658,15.209111,1,Violences,0,0,Oui,Non,Non,Non,13.02.2015,13.02.2015,2015
ACTED_TOG_20150312,26.03.2015,ACTED,Togo,Ouaka,Bambari,Pladama-Ouaka,5.880615,20.57274,0,Violences,203,1016,Oui,Non,Non,Non,12.03.2015,12.03.2015,2015
ACTED_GOU_20150312,26.03.2015,ACTED,Goussoubanda,Ouaka,Bambari,Pladama-Ouaka,5.895595,20.559548,0,Violences,85,410,Oui,Oui,Non,Non,12.03.2015,12.03.2015,2015
PU_DED_20150312,25.03.2015,PU-AMI,Dédé Makbouba,Mambere-Kadei,Dede-Mokouba,,3.916667,15.242819,1,Violences,35,0,Oui,Oui,Non,Non,12.03.2015,12.03.2015,2015
PU_MBA_20150318,25.03.2015,PU-AMI,Mbandjifolo,Mambere-Kadei,Dede-Mokouba,,4.03975,15.152801,2,Violences,35,175,Non,Oui,Non,Non,18.03.2015,18.03.2015,2015
ACF_BOY_20150123,24.03.2015,ACF,Boyongo-Kette,Ouham,Bossangoa,Ndoro Mboli,6.526361,17.36229,1,Violences,26,130,Oui,Non,Non,Non,23.01.2015,23.01.2015,2015
ACF_GBA_20150218,24.03.2015,ACF,Gbabiro,Ouham,Bossangoa,Ben Zambe,6.849218,17.69758,1,Violences,300,60,Oui,Non,Non,Non,18.02.2015,18.02.2015,2015
ACF_BOM_20150128,24.03.2015,ACF,Bombere-Kota,Ouham,Bossangoa,Ben Zambe,6.914322,17.548962,1,Violences,76,399,Oui,Non,Non,Non,28.01.2015,28.01.2015,2015
SI_DER_20150228,24.03.2015,SI,Grivaï,Nana-Gribizi,Kaga-Bandoro,Grivai-Pamia,7.064233,19.437234,0,Violences,0,1846,Oui,Non,Non,Non,28.02.2015,28.02.2015,2015
DRC_BEB_20150212,24.03.2015,DRC,Bebingui,Ouham Pende,Paoua,Mia-Pende,7.814075,16.526,1,Violences,207,900,Oui,Non,Non,Non,12.02.2015,12.02.2015,2015
DRC_BAT_20150302,23.03.2015,DRC,Batangafo,Ouham,Batangafo,Batangafo,7.300987,18.285135,7,Violences,986,7081,Oui,Non,Non,Non,02.03.2015,02.03.2015,2015
ACTED_DIM_20150112,21.03.2015,ACTED,Dimbi,Basse-Kotto,Kembe,Kembe,4.624735,21.72028,0,Violences,0,18000,Oui,Non,Non,Non,12.01.2015,12.01.2015,2015
ACTED_AND_20150308,20.03.2015,ACTED,Andjikapa,Basse-Kotto,Zangba,,4.744444,20.750833,1,Violences,41,204,Oui,Non,Non,Non,08.03.2015,08.03.2015,2015
ACTED_AGO_20150305,20.03.2015,ACTED,Agoumar,Mbomou,Rafai,Rafai,4.993979,23.917023,0,Violences,610,3050,Oui,Non,Non,Non,05.03.2015,05.03.2015,2015
ACTED_NGO_20150305,20.03.2015,ACTED,Ngoulinga,Ouaka,Grimari,Grimari,5.709005,20.069115,0,Violences,0,95,Oui,Non,Non,Non,05.03.2015,05.03.2015,2015
DRC_MBA_20150302,20.03.2015,DRC,Mbada,Ouham,Bouca,Lady Gbawi,6.865547,18.562368,1,Violences,273,1248,Oui,Non,Non,Non,02.03.2015,02.03.2015,2015
ACF_KAB_20150305,19.03.2015,ACF,Kaboro,Ouham,Nana-Bakassa,Nana-Bakassa,6.970833,17.529444,1,Violences,120,559,Non,Non,Oui,Non,05.03.2015,05.03.2015,2015
ACTED_OUA_20150112,03.03.2015,ACTED,Ouazzoua,Mbomou,Ouango,,4.273589,22.4272,0,Catastrophe naturelle,0,226,Non,Non,Oui,Non,12.01.2015,12.01.2015,2015
ACTED_MOB_20150217,03.03.2015,ACTED,Mobaye - gp Mangbango,Basse-Kotto,Mobaye,Mobaye,4.319708,21.176833,0,Violences,558,4469,Oui,Non,Non,Oui,17.02.2015,17.02.2015,2015
PU_DIL_20150213,03.03.2015,PU-AMI,Dilapoko,Mambere-Kadei,Gamboula,Basse-Boumne,4.36372,15.09166,1,Violences,35,200,Oui,Non,Non,Non,13.02.2015,13.02.2015,2015
ACF_YON_20150221,03.03.2015,ACF,Yongoro Mbolaye,Nana-Mambere,Bouar,Herman-Brousse,6.235382,15.586952,1,Violences,1135,5675,Oui,Oui,Non,Non,21.02.2015,21.02.2015,2015
